Colony.ID,Date,Northing,Easting,DIST,PIC,DFPIC,TEMP,IRR,SIZE,DIS
25,4-Feb,2029722.89,322520.31,5.927562737,1,16.68274558,26.4416,5.1512,52288,0
26A,4-Feb,2029717.37,322518.15,1.00E-10,0,19.33200972,26.4416,5.1512,6860,0
26B,4-Feb,2029717.38,322517.09,1.060047169,0,20.21050469,26.4416,5.1512,3150,0
26C,4-Feb,2029717.37,322518.15,1.00E-10,0,19.33200972,26.4416,5.1512,72,0
27,4-Feb,2029730.61,322523.55,3.938591119,1,13.38137512,26.4416,5.1512,20,0
28,4-Feb,2029733.91,322525.7,3.938591119,0,14.13498143,26.4416,5.1512,0,0
29,4-Feb,2029737.35,322511.99,6.340283905,1,29.47084152,26.4416,5.1512,1152,0
030A,4-Feb,2029735.06,322520.42,3.056304959,0,8.735502275,26.4416,5.1512,15456,0
030B,4-Feb,2029739.51,322518.35,2.220090088,0,6.716784945,26.4416,5.1512,2,1
030C,4-Feb,2029737.29,322518.33,2.220090088,0,6.340283905,26.4416,5.1512,24752,0
31,4-Feb,2029755.02,322516.38,11.27079855,1,11.27079855,26.4416,5.1512,0,0
32,4-Feb,2029766.07,322518.6,11.27079855,2,24.35099382,26.4416,5.1512,28,0
33,4-Feb,2029783.84,322512.42,9.179128499,1,9.179128499,26.4416,5.1512,52500,0
34,4-Feb,2029793.69,322524.14,6.244621686,0,6.244621686,26.4416,5.1512,480000,0
35,4-Feb,2029790.42,322518.82,6.244621686,3,24.35099382,26.4416,5.1512,44800,0
36,4-Feb,2029833.76,322500.2,6.958002587,1,47.17054165,26.4416,5.1512,35000,1
37,4-Feb,2029828.19,322504.37,6.958002587,1,6.958002587,26.4416,5.1512,66000,0
38,4-Feb,2029862.56,322498.35,23.0239636,1,28.85935723,26.4416,5.1512,57600,0
39,4-Feb,2029848.33,322480.25,23.0239636,1,24.70399563,26.4416,5.1512,950400,1
40,4-Feb,2029893.66,322485.95,33.48089007,1,61.57168586,26.4416,5.1512,0,0
41,4-Feb,2029946.87,322477.99,3.320135539,1,46.05725241,26.4416,5.1512,0,0
42,4-Feb,2029950.19,322478.02,3.320135539,0,42.8751793,26.4416,5.1512,2250,0
43,4-Feb,2029979.02,322471.94,1.060047169,2,13.73428193,26.4416,5.1512,63000,0
44,4-Feb,2029963.49,322476.03,13.4480519,1,29.62558523,26.4416,5.1512,0,0
45,4-Feb,2029991.26,322465.71,1.050047618,2,17.63499362,26.4416,5.1512,0,0
46,4-Feb,2029979.01,322473,1.060047169,1,14.25505524,26.4416,5.1512,42000,0
47,4-Feb,2029991.27,322464.66,1.050047618,1,1.050047618,26.4416,5.1512,6632,0
48,4-Feb,2029995.63,322471.04,6.892445139,0,6.892445139,26.4416,5.1512,0,0
49A,4-Feb,2030002.4,322457.36,1.060047169,0,5.280236737,26.4416,5.1512,21875,1
49B,4-Feb,2030002.39,322458.42,1.060047169,0,6.340283905,26.4416,5.1512,14000,0
50,4-Feb,2029995.79,322454.13,6.968364227,0,6.968364227,26.4416,5.1512,2955,0
51,4-Feb,2030004.66,322452.1,2.210090496,2,2.210090496,26.4416,5.1512,0,0
52,4-Feb,2030002.45,322452.08,2.120094338,2,17.63499362,26.4416,5.1512,108000,0
53,4-Feb,2030006.9,322450,3.070439708,3,4.91211767,26.4416,5.1512,180000,1
54,4-Feb,2030013.5,322454.29,4.764714052,0,11.26883313,26.4416,5.1512,175000,0
55,4-Feb,2030002.47,322449.96,2.120094338,1,2.120094338,26.4416,5.1512,147000,0
56,4-Feb,2030002.52,322444.68,5.280236737,0,7.400331074,26.4416,5.1512,123750,0
57,4-Feb,2030014.69,322444.79,5.404960684,0,14.24646272,26.4416,5.1512,6000,0
058A,4-Feb,2030015.75,322450.09,4.764714052,0,13.4480519,26.4416,5.1512,202500,0
058B,4-Feb,2030004.78,322439.41,5.734152073,0,12.88246095,26.4416,5.1512,22500,0
59,4-Feb,2030016.97,322438.47,6.718690349,0,19.90131905,26.4416,5.1512,1000,0
60,4-Feb,2030034.81,322423.84,23.07168178,0,42.94958906,26.4416,5.1512,18750,0
1,4-Mar,2029536.37,322580.95,6.375578405,1,212.5667415,26.117,5.6519,56430,0
2,4-Mar,2029541.93,322577.83,1.050047618,2,206.338864,26.117,5.6519,192,0
3,4-Mar,2029541.94,322576.78,1.050047618,2,206.0290509,26.117,5.6519,178020,0
4A,4-Mar,2029581.83,322572.92,1.060047169,4,166.8558279,26.117,5.6519,900000,0
4B,4-Mar,2029580.72,322572.91,1.110045044,2,167.9019288,26.117,5.6519,31500,0
4C,4-Mar,2029579.62,322571.84,1.534568343,1,168.6000955,26.117,5.6519,130,0
5,4-Mar,2029599.52,322575.19,9.402260367,3,151.0893302,26.117,5.6519,210375,0
6,4-Mar,2029581.84,322571.86,1.060047169,4,166.5026997,26.117,5.6519,722500,0
7,4-Mar,2029608.4,322572.1,7.736284638,2,141.7000162,26.117,5.6519,13158,0
8,4-Mar,2029612.89,322565.8,7.736284638,2,135.2188112,26.117,5.6519,25872,0
9,4-Mar,2029622.85,322565.9,9.960501995,2,125.9784033,26.117,5.6519,163020,0
10,4-Mar,2029632.92,322554.36,5.376430042,1,112.5084361,26.117,5.6519,0,0
11,4-Mar,2029636.2,322558.62,5.376430042,0,110.8811481,26.117,5.6519,10472,0
12,4-Mar,2029643.89,322565.03,8.522088946,1,106.4058589,26.117,5.6519,4014,0
13,4-Mar,2029645.07,322556.59,7.359415738,2,101.888229,26.117,5.6519,0,0
14,4-Mar,2029651.74,322553.48,6.72393486,2,94.53935583,26.117,5.6519,108800,0
15,4-Mar,2029658.37,322554.6,6.72393486,0,88.86935411,26.117,5.6519,51170,0
16,4-Mar,2029652.98,322538.69,14.84189004,1,88.88844976,26.117,5.6519,11250,0
17,4-Mar,2029666.18,322548.33,2.210090496,1,79.22177289,26.117,5.6519,672,0
18,4-Mar,2029668.39,322548.35,2.210090496,2,77.18843437,26.117,5.6519,39990,0
19,4-Mar,2029689.46,322544.31,9.23231282,0,56.38194835,26.117,5.6519,3000,0
20,4-Mar,2029695.06,322536.97,6.126744649,1,48.19239463,26.117,5.6519,350,0
21,4-Mar,2029699.53,322532.78,6.11945259,1,42.50441506,26.117,5.6519,2,0
22,4-Mar,2029703.99,322528.59,5.540225627,1,36.9665795,26.117,5.6519,6310,0
23,4-Mar,2029706.16,322533.9,5.736287998,1,36.79707869,26.117,5.6519,324000,0
24,4-Mar,2029709.53,322528.64,5.540225627,1,31.69675851,26.117,5.6519,34848,0
25,4-Mar,2029722.89,322520.31,5.927562737,1,16.73517254,26.117,5.6519,52288,0
26A,4-Mar,2029717.37,322518.15,1.00E-10,0,22.14090332,26.117,5.6519,6860,0
26B,4-Mar,2029717.38,322517.09,1.060047169,0,22.16584084,26.117,5.6519,3150,0
26C,4-Mar,2029717.37,322518.15,1.00E-10,0,22.14090332,26.117,5.6519,72,0
27,4-Mar,2029730.61,322523.55,3.938591119,1,10.30776406,26.117,5.6519,20,0
28,4-Mar,2029733.91,322525.7,3.938591119,0,9.240265148,26.117,5.6519,0,0
29,4-Mar,2029737.35,322511.99,6.340283905,1,6.716784945,26.117,5.6519,1152,0
030A,4-Mar,2029735.06,322520.42,3.056304959,0,4.907891604,26.117,5.6519,15456,0
030B,4-Mar,2029739.51,322518.35,2.220090088,1,95.98169096,26.117,5.6519,2,0
030C,4-Mar,2029737.29,322518.33,2.220090088,0,2.220090088,26.117,5.6519,24752,0
31,4-Mar,2029755.02,322516.38,11.27079855,1,15.63460905,26.117,5.6519,0,0
32,4-Mar,2029766.07,322518.6,11.27079855,2,26.56117656,26.117,5.6519,28,0
33,4-Mar,2029783.84,322512.42,9.179128499,1,44.7248678,26.117,5.6519,52500,0
34,4-Mar,2029793.69,322524.14,6.244621686,0,46.67685186,26.117,5.6519,480000,0
35,4-Mar,2029790.42,322518.82,6.244621686,3,47.17054165,26.117,5.6519,44800,1
36,4-Mar,2029833.76,322500.2,6.958002587,1,24.70399563,26.117,5.6519,35000,1
37,4-Mar,2029828.19,322504.37,6.958002587,1,6.958002587,26.117,5.6519,66000,0
38,4-Mar,2029862.56,322498.35,23.0239636,1,23.0239636,26.117,5.6519,57600,0
39,4-Mar,2029848.33,322480.25,23.0239636,2,24.70399563,26.117,5.6519,950400,0
40,4-Mar,2029893.66,322485.95,33.48089007,1,45.68696641,26.117,5.6519,0,0
41,4-Mar,2029946.87,322477.99,3.320135539,1,59.23831362,26.117,5.6519,0,0
42,4-Mar,2029950.19,322478.02,3.320135539,0,56.14908459,26.117,5.6519,2250,0
43,4-Mar,2029979.02,322471.94,1.060047169,2,27.55359868,26.117,5.6519,63000,0
44,4-Mar,2029963.49,322476.03,13.4480519,1,43.15735163,26.117,5.6519,0,0
45,4-Mar,2029991.26,322465.71,1.050047618,2,13.92200057,26.117,5.6519,0,0
46,4-Mar,2029979.01,322473,1.060047169,1,28.13719425,26.117,5.6519,42000,0
47,4-Mar,2029991.27,322464.66,1.050047618,1,13.3104057,26.117,5.6519,6632,0
48,4-Mar,2029995.63,322471.04,6.892445139,0,15.26352843,26.117,5.6519,0,0
49A,4-Mar,2030002.4,322457.36,1.060047169,1,8.626679547,26.117,5.6519,21875,1
49B,4-Mar,2030002.39,322458.42,1.060047169,0,1.060047169,26.117,5.6519,14000,0
50,4-Mar,2029995.79,322454.13,6.968364227,0,7.356969485,26.117,5.6519,2955,0
51,4-Mar,2030004.66,322452.1,2.210090496,2,3.070439708,26.117,5.6519,0,0
52,4-Mar,2030002.45,322452.08,2.120094338,2,4.91211767,26.117,5.6519,108000,0
53,4-Mar,2030006.9,322450,3.070439708,4,8.626679547,26.117,5.6519,180000,1
54,4-Mar,2030013.5,322454.29,4.764714052,0,7.871727892,26.117,5.6519,175000,0
55,4-Mar,2030002.47,322449.96,2.120094338,1,4.430180583,26.117,5.6519,147000,0
56,4-Mar,2030002.52,322444.68,5.280236737,0,6.891066681,26.117,5.6519,123750,0
57,4-Mar,2030014.69,322444.79,5.404960684,0,9.371670075,26.117,5.6519,6000,0
058A,4-Mar,2030015.75,322450.09,4.764714052,0,8.850457615,26.117,5.6519,202500,0
058B,4-Mar,2030004.78,322439.41,5.734152073,0,10.80011574,26.117,5.6519,22500,0
59,4-Mar,2030016.97,322438.47,6.718690349,0,15.30835719,26.117,5.6519,1000,0
60,4-Mar,2030034.81,322423.84,23.07168178,0,38.25328352,26.117,5.6519,18750,0
1,4-Apr,2029536.37,322580.95,6.375578405,1,261.5368796,26.7744,6.3578,56430,0
2,4-Apr,2029541.93,322577.83,1.050047618,2,255.4005877,26.7744,6.3578,192,0
3,4-Apr,2029541.94,322576.78,1.050047618,2,255.150293,26.7744,6.3578,178020,0
4A,4-Apr,2029581.83,322572.92,1.060047169,4,215.4915267,26.7744,6.3578,900000,0
4B,4-Apr,2029580.72,322572.91,1.110045044,2,216.5636583,26.7744,6.3578,31500,1
4C,4-Apr,2029579.62,322571.84,1.534568343,1,217.3654996,26.7744,6.3578,130,0
5,4-Apr,2029599.52,322575.19,9.402260367,3,199.0487048,26.7744,6.3578,210375,0
6,4-Apr,2029581.84,322571.86,1.060047169,4,215.2181637,26.7744,6.3578,722500,0
7,4-Apr,2029608.4,322572.1,7.736284638,2,189.6576885,26.7744,6.3578,13158,0
8,4-Apr,2029612.89,322565.8,7.736284638,2,183.641012,26.7744,6.3578,25872,0
9,4-Apr,2029622.85,322565.9,9.960501995,2,174.0581262,26.7744,6.3578,163020,0
10,4-Apr,2029632.92,322554.36,5.376430042,1,161.460031,26.7744,6.3578,0,0
11,4-Apr,2029636.2,322558.62,5.376430042,0,159.272874,26.7744,6.3578,10472,0
12,4-Apr,2029643.89,322565.03,8.522088946,1,153.64376,26.7744,6.3578,4014,0
13,4-Apr,2029645.07,322556.59,7.359415738,2,150.1772133,26.7744,6.3578,0,0
14,4-Apr,2029651.74,322553.48,6.72393486,2,142.945647,26.7744,6.3578,108800,0
15,4-Apr,2029658.37,322554.6,6.72393486,0,136.8115891,26.7744,6.3578,51170,0
16,4-Apr,2029652.98,322538.69,14.84189004,1,138.8688968,26.7744,6.3578,11250,0
17,4-Apr,2029666.18,322548.33,2.210090496,1,127.6965845,26.7744,6.3578,672,0
18,4-Apr,2029668.39,322548.35,2.210090496,2,125.5521477,26.7744,6.3578,39990,0
19,4-Apr,2029689.46,322544.31,9.23231282,0,104.1281024,26.7744,6.3578,3000,1
20,4-Apr,2029695.06,322536.97,6.126744649,1,97.0718914,26.7744,6.3578,350,0
21,4-Apr,2029699.53,322532.78,6.11945259,1,91.95582472,26.7744,6.3578,2,0
22,4-Apr,2029703.99,322528.59,5.540225627,1,86.98044493,26.7744,6.3578,6310,0
23,4-Apr,2029706.16,322533.9,5.736287998,1,85.59879672,26.7744,6.3578,324000,0
24,4-Apr,2029709.53,322528.64,5.540225627,1,81.48389105,26.7744,6.3578,34848,0
25,4-Apr,2029722.89,322520.31,5.927562737,1,67.54643588,26.7744,6.3578,52288,0
26A,4-Apr,2029717.37,322518.15,1.00E-10,0,73.05307249,26.7744,6.3578,6860,0
26B,4-Apr,2029717.38,322517.09,1.060047169,0,73.06048522,26.7744,6.3578,3150,0
26C,4-Apr,2029717.37,322518.15,1.00E-10,0,73.05307249,26.7744,6.3578,72,0
27,4-Apr,2029730.61,322523.55,3.938591119,1,59.99674158,26.7744,6.3578,20,0
28,4-Apr,2029733.91,322525.7,3.938591119,0,56.92727378,26.7744,6.3578,0,0
29,4-Apr,2029737.35,322511.99,6.340283905,1,53.50769851,26.7744,6.3578,1152,0
030A,4-Apr,2029735.06,322520.42,3.056304959,0,55.38311656,26.7744,6.3578,15456,0
030B,4-Apr,2029739.51,322518.35,2.220090088,1,50.91216947,26.7744,6.3578,2,0
030C,4-Apr,2029737.29,322518.33,2.220090088,0,53.1322595,26.7744,6.3578,24752,0
31,4-Apr,2029755.02,322516.38,11.27079855,1,35.48399076,26.7744,6.3578,0,0
32,4-Apr,2029766.07,322518.6,11.27079855,2,24.35099382,26.7744,6.3578,28,0
33,4-Apr,2029783.84,322512.42,9.179128499,1,9.179128499,26.7744,6.3578,52500,0
34,4-Apr,2029793.69,322524.14,6.244621686,0,6.244621686,26.7744,6.3578,480000,0
35,4-Apr,2029790.42,322518.82,6.244621686,4,47.17054165,26.7744,6.3578,44800,0
36,4-Apr,2029833.76,322500.2,6.958002587,1,47.17054165,26.7744,6.3578,35000,1
37,4-Apr,2029828.19,322504.37,6.958002587,1,6.958002587,26.7744,6.3578,66000,0
38,4-Apr,2029862.56,322498.35,23.0239636,1,28.85935723,26.7744,6.3578,57600,0
39,4-Apr,2029848.33,322480.25,23.0239636,2,24.70399563,26.7744,6.3578,950400,0
40,4-Apr,2029893.66,322485.95,33.48089007,1,61.57168586,26.7744,6.3578,0,0
41,4-Apr,2029946.87,322477.99,3.320135539,1,59.23831362,26.7744,6.3578,0,0
42,4-Apr,2029950.19,322478.02,3.320135539,0,56.14908459,26.7744,6.3578,2250,0
43,4-Apr,2029979.02,322471.94,1.060047169,2,27.55359868,26.7744,6.3578,63000,0
44,4-Apr,2029963.49,322476.03,13.4480519,1,43.15735163,26.7744,6.3578,0,0
45,4-Apr,2029991.26,322465.71,1.050047618,2,13.92200057,26.7744,6.3578,0,0
46,4-Apr,2029979.01,322473,1.060047169,1,28.13719425,26.7744,6.3578,42000,0
47,4-Apr,2029991.27,322464.66,1.050047618,1,13.3104057,26.7744,6.3578,6632,0
48,4-Apr,2029995.63,322471.04,6.892445139,0,15.26352843,26.7744,6.3578,0,0
49A,4-Apr,2030002.4,322457.36,1.060047169,1,8.626679547,26.7744,6.3578,21875,0
49B,4-Apr,2030002.39,322458.42,1.060047169,0,1.060047169,26.7744,6.3578,14000,0
50,4-Apr,2029995.79,322454.13,6.968364227,0,7.356969485,26.7744,6.3578,2955,0
51,4-Apr,2030004.66,322452.1,2.210090496,2,3.070439708,26.7744,6.3578,0,0
52,4-Apr,2030002.45,322452.08,2.120094338,2,4.91211767,26.7744,6.3578,108000,0
53,4-Apr,2030006.9,322450,3.070439708,4,8.626679547,26.7744,6.3578,180000,1
54,4-Apr,2030013.5,322454.29,4.764714052,0,7.871727892,26.7744,6.3578,175000,0
55,4-Apr,2030002.47,322449.96,2.120094338,1,4.430180583,26.7744,6.3578,147000,0
56,4-Apr,2030002.52,322444.68,5.280236737,0,6.891066681,26.7744,6.3578,123750,0
57,4-Apr,2030014.69,322444.79,5.404960684,0,9.371670075,26.7744,6.3578,6000,0
058A,4-Apr,2030015.75,322450.09,4.764714052,0,8.850457615,26.7744,6.3578,202500,0
058B,4-Apr,2030004.78,322439.41,5.734152073,0,10.80011574,26.7744,6.3578,22500,0
59,4-Apr,2030016.97,322438.47,6.718690349,0,15.30835719,26.7744,6.3578,1000,0
60,4-Apr,2030034.81,322423.84,23.07168178,0,38.25328352,26.7744,6.3578,18750,0
1,4-May,2029536.37,322580.95,6.375578405,1,45.07287544,27.1479,6.6421,56430,0
2,4-May,2029541.93,322577.83,1.050047618,2,39.10077365,27.1479,6.6421,192,0
3,4-May,2029541.94,322576.78,1.050047618,2,38.97262244,27.1479,6.6421,178020,0
4A,4-May,2029581.83,322572.92,1.060047169,4,1.110045044,27.1479,6.6421,900000,1
4B,4-May,2029580.72,322572.91,1.110045044,3,112.4381946,27.1479,6.6421,31500,0
4C,4-May,2029579.62,322571.84,1.534568343,1,1.534568343,27.1479,6.6421,130,0
5,4-May,2029599.52,322575.19,9.402260367,3,18.93775066,27.1479,6.6421,210375,1
6,4-May,2029581.84,322571.86,1.060047169,4,1.535219854,27.1479,6.6421,722500,0
7,4-May,2029608.4,322572.1,7.736284638,2,27.69184898,27.1479,6.6421,13158,0
8,4-May,2029612.89,322565.8,7.736284638,2,32.94633515,27.1479,6.6421,25872,0
9,4-May,2029622.85,322565.9,9.960501995,2,42.70921446,27.1479,6.6421,163020,0
10,4-May,2029632.92,322554.36,5.376430042,1,55.39803697,27.1479,6.6421,0,0
11,4-May,2029636.2,322558.62,5.376430042,0,55.14892293,27.1479,6.6421,10472,0
12,4-May,2029643.89,322565.03,8.522088946,1,50.05939772,27.1479,6.6421,4014,0
13,4-May,2029645.07,322556.59,7.359415738,2,46.05725241,27.1479,6.6421,0,0
14,4-May,2029651.74,322553.48,6.72393486,2,38.81864629,27.1479,6.6421,108800,0
15,4-May,2029658.37,322554.6,6.72393486,0,32.74862135,27.1479,6.6421,51170,0
16,4-May,2029652.98,322538.69,14.84189004,1,36.91036169,27.1479,6.6421,11250,0
17,4-May,2029666.18,322548.33,2.210090496,1,23.62453809,27.1479,6.6421,672,0
18,4-May,2029668.39,322548.35,2.210090496,2,21.4538225,27.1479,6.6421,39990,0
19,4-May,2029689.46,322544.31,9.23231282,1,112.4381946,27.1479,6.6421,3000,1
20,4-May,2029695.06,322536.97,6.126744649,1,9.23231282,27.1479,6.6421,350,0
21,4-May,2029699.53,322532.78,6.11945259,1,15.30835719,27.1479,6.6421,2,0
22,4-May,2029703.99,322528.59,5.540225627,1,21.40652471,27.1479,6.6421,6310,0
23,4-May,2029706.16,322533.9,5.736287998,1,19.67887446,27.1479,6.6421,324000,0
24,4-May,2029709.53,322528.64,5.540225627,1,25.46279246,27.1479,6.6421,34848,0
25,4-May,2029722.89,322520.31,5.927562737,1,41.15294522,27.1479,6.6421,52288,0
26A,4-May,2029717.37,322518.15,1.00E-10,0,38.25328352,27.1479,6.6421,6860,0
26B,4-May,2029717.38,322517.09,1.060047169,0,38.99300963,27.1479,6.6421,3150,0
26C,4-May,2029717.37,322518.15,1.00E-10,0,38.25328352,27.1479,6.6421,72,0
27,4-May,2029730.61,322523.55,3.938591119,1,46.09013018,27.1479,6.6421,20,0
28,4-May,2029733.91,322525.7,3.938591119,0,48.18853183,27.1479,6.6421,0,0
29,4-May,2029737.35,322511.99,6.340283905,1,57.77572587,27.1479,6.6421,1152,0
030A,4-May,2029735.06,322520.42,3.056304959,0,51.47904525,27.1479,6.6421,15456,0
030B,4-May,2029739.51,322518.35,2.220090088,1,56.38194835,27.1479,6.6421,2,0
030C,4-May,2029737.29,322518.33,2.220090088,0,54.43040786,27.1479,6.6421,24752,0
31,4-May,2029755.02,322516.38,11.27079855,1,71.26147978,27.1479,6.6421,0,0
32,4-May,2029766.07,322518.6,11.27079855,2,70.14624794,27.1479,6.6421,28,0
33,4-May,2029783.84,322512.42,9.179128499,1,51.39391793,27.1479,6.6421,52500,0
34,4-May,2029793.69,322524.14,6.244621686,0,46.67685186,27.1479,6.6421,480000,0
35,4-May,2029790.42,322518.82,6.244621686,4,47.17054165,27.1479,6.6421,44800,0
36,4-May,2029833.76,322500.2,6.958002587,1,150.8912923,27.1479,6.6421,35000,0
37,4-May,2029828.19,322504.37,6.958002587,1,6.958002587,27.1479,6.6421,66000,0
38,4-May,2029862.56,322498.35,23.0239636,1,28.85935723,27.1479,6.6421,57600,0
39,4-May,2029848.33,322480.25,23.0239636,2,24.70399563,27.1479,6.6421,950400,0
40,4-May,2029893.66,322485.95,33.48089007,1,61.57168586,27.1479,6.6421,0,0
41,4-May,2029946.87,322477.99,3.320135539,1,66.23474164,27.1479,6.6421,0,0
42,4-May,2029950.19,322478.02,3.320135539,0,63.25460062,27.1479,6.6421,2250,0
43,4-May,2029979.02,322471.94,1.060047169,2,35.47757038,27.1479,6.6421,63000,0
44,4-May,2029963.49,322476.03,13.4480519,1,50.61609428,27.1479,6.6421,0,0
45,4-May,2029991.26,322465.71,1.050047618,2,22.16785285,27.1479,6.6421,0,0
46,4-May,2029979.01,322473,1.060047169,1,36.1504094,27.1479,6.6421,42000,0
47,4-May,2029991.27,322464.66,1.050047618,1,21.42924404,27.1479,6.6421,6632,0
48,4-May,2029995.63,322471.04,6.892445139,0,23.86827392,27.1479,6.6421,0,0
49A,4-May,2030002.4,322457.36,1.060047169,1,8.626679547,27.1479,6.6421,21875,0
49B,4-May,2030002.39,322458.42,1.060047169,0,9.551779939,27.1479,6.6421,14000,0
50,4-May,2029995.79,322454.13,6.968364227,0,11.85280558,27.1479,6.6421,2955,1
51,4-May,2030004.66,322452.1,2.210090496,2,3.070439708,27.1479,6.6421,0,0
52,4-May,2030002.45,322452.08,2.120094338,2,4.91211767,27.1479,6.6421,108000,0
53,4-May,2030006.9,322450,3.070439708,4,180.2706288,27.1479,6.6421,180000,0
54,4-May,2030013.5,322454.29,4.764714052,0,7.871727892,27.1479,6.6421,175000,0
55,4-May,2030002.47,322449.96,2.120094338,1,4.430180583,27.1479,6.6421,147000,0
56,4-May,2030002.52,322444.68,5.280236737,0,6.891066681,27.1479,6.6421,123750,0
57,4-May,2030014.69,322444.79,5.404960684,0,9.371670075,27.1479,6.6421,6000,0
058A,4-May,2030015.75,322450.09,4.764714052,0,8.850457615,27.1479,6.6421,202500,0
058B,4-May,2030004.78,322439.41,5.734152073,0,10.80011574,27.1479,6.6421,22500,0
59,4-May,2030016.97,322438.47,6.718690349,0,15.30835719,27.1479,6.6421,1000,0
60,4-May,2030034.81,322423.84,23.07168178,0,38.25328352,27.1479,6.6421,18750,0
1,4-Jun,2029536.37,322580.95,6.375578405,1,46.16375743,28.237,6.3898,56430,0
2,4-Jun,2029541.93,322577.83,1.050047618,2,40.20097138,28.237,6.3898,192,0
3,4-Jun,2029541.94,322576.78,1.050047618,2,40.07632343,28.237,6.3898,178020,0
4A,4-Jun,2029581.83,322572.92,1.060047169,5,17.83504976,28.237,6.3898,900000,0
4B,4-Jun,2029580.72,322572.91,1.110045044,3,1.110045044,28.237,6.3898,31500,0
4C,4-Jun,2029579.62,322571.84,1.534568343,1,2.459776413,28.237,6.3898,130,0
5,4-Jun,2029599.52,322575.19,9.402260367,4,17.83504976,28.237,6.3898,210375,0
6,4-Jun,2029581.84,322571.86,1.060047169,4,1.060047169,28.237,6.3898,722500,0
7,4-Jun,2029608.4,322572.1,7.736284638,2,9.402260367,28.237,6.3898,13158,0
8,4-Jun,2029612.89,322565.8,7.736284638,2,16.33796193,28.237,6.3898,25872,0
9,4-Jun,2029622.85,322565.9,9.960501995,2,25.11161086,28.237,6.3898,163020,0
10,4-Jun,2029632.92,322554.36,5.376430042,1,39.36303977,28.237,6.3898,0,0
11,4-Jun,2029636.2,322558.62,5.376430042,0,40.24906583,28.237,6.3898,10472,0
12,4-Jun,2029643.89,322565.03,8.522088946,1,45.51837541,28.237,6.3898,4014,0
13,4-Jun,2029645.07,322556.59,7.359415738,2,46.05725241,28.237,6.3898,0,0
14,4-Jun,2029651.74,322553.48,6.72393486,2,38.81864629,28.237,6.3898,108800,0
15,4-Jun,2029658.37,322554.6,6.72393486,0,32.74862135,28.237,6.3898,51170,0
16,4-Jun,2029652.98,322538.69,14.84189004,1,36.91036169,28.237,6.3898,11250,0
17,4-Jun,2029666.18,322548.33,2.210090496,1,23.62453809,28.237,6.3898,672,0
18,4-Jun,2029668.39,322548.35,2.210090496,2,21.4538225,28.237,6.3898,39990,0
19,4-Jun,2029689.46,322544.31,9.23231282,1,95.09352239,28.237,6.3898,3000,0
20,4-Jun,2029695.06,322536.97,6.126744649,1,9.23231282,28.237,6.3898,350,0
21,4-Jun,2029699.53,322532.78,6.11945259,1,15.30835719,28.237,6.3898,2,0
22,4-Jun,2029703.99,322528.59,5.540225627,1,21.40652471,28.237,6.3898,6310,0
23,4-Jun,2029706.16,322533.9,5.736287998,1,19.67887446,28.237,6.3898,324000,0
24,4-Jun,2029709.53,322528.64,5.540225627,1,25.46279246,28.237,6.3898,34848,0
25,4-Jun,2029722.89,322520.31,5.927562737,1,41.15294522,28.237,6.3898,52288,0
26A,4-Jun,2029717.37,322518.15,1.00E-10,0,38.25328352,28.237,6.3898,6860,0
26B,4-Jun,2029717.38,322517.09,1.060047169,0,38.99300963,28.237,6.3898,3150,0
26C,4-Jun,2029717.37,322518.15,1.00E-10,0,38.25328352,28.237,6.3898,72,0
27,4-Jun,2029730.61,322523.55,3.938591119,1,46.09013018,28.237,6.3898,20,0
28,4-Jun,2029733.91,322525.7,3.938591119,0,48.18853183,28.237,6.3898,0,0
29,4-Jun,2029737.35,322511.99,6.340283905,1,57.77572587,28.237,6.3898,1152,0
030A,4-Jun,2029735.06,322520.42,3.056304959,0,51.47904525,28.237,6.3898,15456,0
030B,4-Jun,2029739.51,322518.35,2.220090088,1,56.38194835,28.237,6.3898,2,0
030C,4-Jun,2029737.29,322518.33,2.220090088,0,54.43040786,28.237,6.3898,24752,0
31,4-Jun,2029755.02,322516.38,11.27079855,1,71.26147978,28.237,6.3898,0,0
32,4-Jun,2029766.07,322518.6,11.27079855,2,80.80901064,28.237,6.3898,28,0
33,4-Jun,2029783.84,322512.42,9.179128499,1,99.62206834,28.237,6.3898,52500,0
34,4-Jun,2029793.69,322524.14,6.244621686,0,106.1636557,28.237,6.3898,480000,0
35,4-Jun,2029790.42,322518.82,6.244621686,4,104.1281024,28.237,6.3898,44800,0
36,4-Jun,2029833.76,322500.2,6.958002587,1,150.8912923,28.237,6.3898,35000,0
37,4-Jun,2029828.19,322504.37,6.958002587,1,144.3648728,28.237,6.3898,66000,0
38,4-Jun,2029862.56,322498.35,23.0239636,1,140.3767833,28.237,6.3898,57600,0
39,4-Jun,2029848.33,322480.25,23.0239636,2,149.7554874,28.237,6.3898,950400,0
40,4-Jun,2029893.66,322485.95,33.48089007,1,106.9721894,28.237,6.3898,0,0
41,4-Jun,2029946.87,322477.99,3.320135539,1,54.42854031,28.237,6.3898,0,0
42,4-Jun,2029950.19,322478.02,3.320135539,0,51.47904525,28.237,6.3898,2250,0
43,4-Jun,2029979.02,322471.94,1.060047169,2,24.46280851,28.237,6.3898,63000,0
44,4-Jun,2029963.49,322476.03,13.4480519,1,39.02435137,28.237,6.3898,0,0
